policy,knowledge,objective,min_gain_sec,max_count_imbalance,p50,p95,p99,ttft_p50,ttft_p95,ttft_p99,tokens_per_sec,mean_gpu_busy,mean_slot_occupancy,pending_p95,waiting_p95,waiting_fraction,assignments,max_pending,overrides,seed
guarded_completion_oracle,oracle,completion,0.0,2,9.258060216037968,35.84494293976297,43.41499450592447,0.09386739255534948,8.780259291217268,12.508007973526738,730.7205584601918,0.9628062684644867,0.561178409562945,82.05000000000001,34.05000000000001,0.8,"[148, 152]","[49, 48]",113,0
guarded_completion_helix,helix,completion,0.25,2,9.276997283445546,36.271511563710426,44.49158525502815,0.09061808970012208,9.08834568724774,12.631979023996653,721.0964248134171,0.9444353176357843,0.5578157208643333,82.05000000000001,34.05000000000001,0.7933333333333333,"[153, 147]","[47, 49]",83,0
guarded_completion_oracle,oracle,completion,0.25,2,9.25941030427396,36.42810176346246,43.643000980868024,0.08748375157048116,8.68206088730474,12.767840279146263,730.725442502001,0.963110487031703,0.5621162315582056,82.05000000000001,34.05000000000001,0.7866666666666666,"[150, 150]","[50, 47]",74,0
guarded_completion_helix,helix,completion,0.75,2,9.255207404223032,36.11624070431825,43.15462641461467,0.08858851254802325,8.814714821125603,12.367057391488832,726.88643451009,0.9579632971891345,0.5598373250400794,82.05000000000001,34.05000000000001,0.7866666666666666,"[155, 145]","[47, 50]",50,0
guarded_completion_oracle,oracle,completion,0.75,2,9.255634579223218,35.75373650454674,43.704798739457004,0.09685790180317255,8.724165299132014,12.546328257366936,727.5996658390352,0.9556976189810813,0.5598654469381038,82.05000000000001,34.05000000000001,0.7833333333333333,"[151, 149]","[48, 49]",25,0
round_robin,prior,completion,0.0,1000000000,22.43695499855562,48.561465943554644,54.63071797507725,8.798965426895709,22.217034087532483,23.740261924727875,905.6333722381538,0.9719899033697019,0.7409378673327109,123.0,75.0,0.8866666666666667,"[150, 150]","[64, 70]",0,1
queue_size,prior,completion,0.0,1000000000,22.514883901799664,47.018917418333075,55.33105500488848,8.85789379291988,21.292174745967444,23.784187164940086,897.3286356928372,0.9628611956793197,0.7312404177169947,124.0,76.0,0.8866666666666667,"[154, 146]","[68, 67]",0,1
least_work,oracle,completion,0.0,1000000000,22.30374206340587,47.23158366167316,55.40879629835058,9.157564288103057,21.52755151022878,23.449313870627073,923.3431595939464,0.9899268497550322,0.7528513557758112,125.0,77.0,0.8933333333333333,"[154, 146]","[68, 68]",148,1
completion_oracle,oracle,completion,0.0,1000000000,22.27649972905443,48.35615722976441,54.99492835122069,8.93229843829895,21.976752367133724,22.822665231540583,922.7970951065269,0.989023042275265,0.7510905510227694,125.0,77.0,0.9,"[153, 147]","[67, 64]",116,1
ttft_oracle,oracle,ttft,0.0,1000000000,22.82259635011936,48.80539245904982,55.60169509095118,8.868391658121752,22.092631423777306,22.875441046548566,909.919611618248,0.9671409356232491,0.7471384120542846,124.05000000000001,76.05000000000001,0.8966666666666666,"[149, 151]","[66, 67]",136,1
completion_helix,helix,completion,0.0,1000000000,22.20969746480661,47.70000600802796,55.59400541046898,8.635782753548666,21.316036616610084,23.316602567313666,914.7917925819331,0.9795421698327151,0.746196409311791,123.0,75.0,0.8933333333333333,"[155, 145]","[69, 64]",128,1
ttft_helix,helix,ttft,0.0,1000000000,22.780095756528723,47.864495882872895,54.100642085304166,8.945531109127954,21.40582142575312,24.63954319598493,909.5309988507884,0.9682688653950369,0.7459438694578053,125.0,77.0,0.8966666666666666,"[161, 139]","[70, 64]",145,1
guarded_ttft_helix,helix,ttft,0.0,0,22.414436957335997,47.55954490702358,54.691437245306005,8.725681785469726,22.02652774959404,23.20623912340563,922.4723513341736,0.9866028696177529,0.7536793041645409,126.0,78.0,0.8933333333333333,"[150, 150]","[67, 67]",63,1
guarded_ttft_oracle,oracle,ttft,0.0,0,22.718964930364113,48.114468971681106,54.66503615533312,8.765339013023299,20.98726882873529,25.101487540023136,916.5857476931077,0.9764038886595069,0.7485377926462236,124.0,76.0,0.8933333333333333,"[155, 145]","[66, 65]",60,1
guarded_ttft_helix,helix,ttft,0.25,0,22.474800330017853,48.956702795202474,55.90668414258324,8.865273324406225,21.374619667000598,25.04443248880652,900.1397939584735,0.9657778760192917,0.7357964134782993,125.0,77.0,0.8866666666666667,"[150, 150]","[66, 67]",37,1
